Curso,Disciplina,Código turma,Sigla disciplina,Horário Teoria,Horário Prática,Campus,Turno,Vagas,Reserva,Docente Teoria,Docente Teoria 2,Docente Teoria 3,Docente Prática,Docente Prática 2,Inglês,Espanhol,SIGLA,DISCIPLINA,TPEI,RECOMENDAÇÃO,OBJETIVOS,METODOLOGIA EXTENSIONISTA,EMENTA,BIBLIOGRAFIA BÁSICA,BIBLIOGRAFIA COMPLEMENTAR
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,DIDÁTICA,DA1NHI5002-15SA,NHI5002-15,"terça das 08:00 às 10:00, sala A-102-0, semanal , quinta das 10:00 às 12:00, sala A-102-0, semanal ",,SA,Matutino,80,,RUTH FERREIRA GALDUROZ,,,,,Não,Não,NHI5002-15,Didática,4-0-0-4,Não há,,Não se aplica,"Natureza do trabalho docente e profissionalização do professor. Identidade docente e formação do professor reflexivo. Trajetória histórica da Didática. Abordagens de Ensino. Relação mediadora entre professor, aluno e o conhecimento. Organização do trabalho pedagógico na escola. Questões críticas da docência: indisciplina, drogas, diversidade. Avaliação da Aprendizagem.","FREIRE, P. Pedagogia da Autonomia. 37. ed. São Paulo. Paz e Terra, 2008.
LIBÂNEO, J. C. Didática. São Paulo: Cortez, 1994 (Coleção magistério. Série formação do professor).
MACEDO, L. Ensaios pedagógicos: Como construir uma escola para todos? Porto Alegre. ArtMed. Porto Alegre, 2005.
MIZUKAMI, M. G. N. Ensino: As abordagens do Processo. Ribeirão Preto, SP. Livraria Click Books Ltda, 2001.
MORIN, Edgar. A cabeça bem-feita: repensar a reforma, reformar o pensamento. Rio de Janeiro: Bertrand Brasil, 2006.","AQUINO, J. G. Instantâneos da escola contemporânea. São Paulo: PAPIRUS, 2007.
AQUINO, J. G. (org.) Diferenças e preconceito na Escola. São Paulo. Summus, 1998.
AQUINO, J. G. (org.) Drogas na Escola – Alternativas Teóricas e Práticas. São Paulo. Summus, 1998.
AQUINO, J. G. (org.) Indisciplina na Escola – Alternativas Teóricas e Práticas. São Paulo. Summus, 1996.
AQUINO, J. G. (org.), Sexualidade na escola – Alternativas Teóricas e Práticas. São Paulo: Summus, 1997.
CORDEIRO, J. Os professores: identidade e formação profissional. In: ________. Didática. 1. ed. São Paulo: Contexto."
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,DIDÁTICA,NA1NHI5002-15SA,NHI5002-15,"terça das 19:00 às 21:00, sala A-102-0, semanal , quinta das 21:00 às 23:00, sala A-102-0, semanal ",,SA,Noturno,80,,GISELLE WATANABE,,,,,Não,Não,NHI5002-15,Didática,4-0-0-4,Não há,,Não se aplica,"Natureza do trabalho docente e profissionalização do professor. Identidade docente e formação do professor reflexivo. Trajetória histórica da Didática. Abordagens de Ensino. Relação mediadora entre professor, aluno e o conhecimento. Organização do trabalho pedagógico na escola. Questões críticas da docência: indisciplina, drogas, diversidade. Avaliação da Aprendizagem.","FREIRE, P. Pedagogia da Autonomia. 37. ed. São Paulo. Paz e Terra, 2008.
LIBÂNEO, J. C. Didática. São Paulo: Cortez, 1994 (Coleção magistério. Série formação do professor).
MACEDO, L. Ensaios pedagógicos: Como construir uma escola para todos? Porto Alegre. ArtMed. Porto Alegre, 2005.
MIZUKAMI, M. G. N. Ensino: As abordagens do Processo. Ribeirão Preto, SP. Livraria Click Books Ltda, 2001.
MORIN, Edgar. A cabeça bem-feita: repensar a reforma, reformar o pensamento. Rio de Janeiro: Bertrand Brasil, 2006.","AQUINO, J. G. Instantâneos da escola contemporânea. São Paulo: PAPIRUS, 2007.
AQUINO, J. G. (org.) Diferenças e preconceito na Escola. São Paulo. Summus, 1998.
AQUINO, J. G. (org.) Drogas na Escola – Alternativas Teóricas e Práticas. São Paulo. Summus, 1998.
AQUINO, J. G. (org.) Indisciplina na Escola – Alternativas Teóricas e Práticas. São Paulo. Summus, 1996.
AQUINO, J. G. (org.), Sexualidade na escola – Alternativas Teóricas e Práticas. São Paulo: Summus, 1997.
CORDEIRO, J. Os professores: identidade e formação profissional. In: ________. Didática. 1. ed. São Paulo: Contexto."
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTÁGIO III NO ENSINO FUNDAMENTAL,DA1LCT1003-24SA,LCT1003-24,,"terça das 10:00 às 12:00, sala 401-2, semanal ",SA,Matutino,15,,,,,RUTH FERREIRA GALDUROZ,,Não,Não,,,,,,,,,
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTÁGIO III NO ENSINO FUNDAMENTAL,DA2LCT1003-24SA,LCT1003-24,,"terça das 10:00 às 12:00, sala L702-3, semanal ",SA,Matutino,15,,,,,MIRIAN PACHECO SILVA ALBRECHT,,Não,Não,,,,,,,,,
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTÁGIO III NO ENSINO FUNDAMENTAL,DB1LCT1003-24SA,LCT1003-24,,"sexta das 08:00 às 10:00, sala L702-3, semanal ",SA,Matutino,15,,,,,DANUSA MUNFORD,,Não,Não,,,,,,,,,
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTÁGIO III NO ENSINO FUNDAMENTAL,DB2LCT1003-24SA,LCT1003-24,,"sexta das 08:00 às 10:00, sala 401-2, semanal ",SA,Matutino,15,,,,,MARIA INES RIBAS RODRIGUES,,Não,Não,,,,,,,,,
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTÁGIO III NO ENSINO FUNDAMENTAL,DC1LCT1003-24SA,LCT1003-24,,"sexta das 10:00 às 12:00, sala L702-3, semanal ",SA,Matutino,15,,,,,MAISA HELENA ALTARUGIO,,Não,Não,,,,,,,,,
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTÁGIO III NO ENSINO FUNDAMENTAL,NA1LCT1003-24SA,LCT1003-24,"terça das 21:00 às 23:00, sala S-308-3, semanal ",,SA,Noturno,15,,,,,0A DEFINIR DOCENTE,,Não,Não,,,,,,,,,
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTÁGIO III NO ENSINO FUNDAMENTAL,NA2LCT1003-24SA,LCT1003-24,,"terça das 21:00 às 23:00, sala 401-2, semanal ",SA,Noturno,15,,,,,JOELMA IAMAC NOMURA,,Não,Não,,,,,,,,,
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTÁGIO III NO ENSINO FUNDAMENTAL,NB1LCT1003-24SA,LCT1003-24,,"sexta das 19:00 às 21:00, sala L702-3, semanal ",SA,Noturno,15,,,,,FERNANDO AUGUSTO SILVA,,Não,Não,,,,,,,,,
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTÁGIO III NO ENSINO FUNDAMENTAL,NB2LCT1003-24SA,LCT1003-24,,"sexta das 19:00 às 21:00, sala 401-2, semanal ",SA,Noturno,15,,,,,JOELMA IAMAC NOMURA,,Não,Não,,,,,,,,,
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTÁGIO III NO ENSINO FUNDAMENTAL,NC1LCT1003-24SA,LCT1003-24,,"sexta das 21:00 às 23:00, sala L702-3, semanal ",SA,Noturno,15,,,,,MARIANA TAMBELLINI FAUSTINO,,Não,Não,,,,,,,,,
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTRUTURA E DINÂMICA SOCIAL,DA2BIQ0602-15SA,BIQ0602-15,"segunda das 10:00 às 12:00, sala A-102-0, semanal , quinta das 08:00 às 10:00, sala A-102-0, quinzenal I",,SA,Matutino,80,,CLAUDIO LUIS DE CAMARGO PENTEADO,,,,,Não,Não,BIQ0602-15,Estrutura e Dinâmica Social,3-0-0-4,Não há,"Refletir sobre questões que façam a interação com outros indivíduos ser pautada pela observação crítica de acontecimentos e relações entre grupos sociais; Aprender a buscar dados para o desenvolvimento de pesquisas sobre cidadania, desigualdades sociais e econômicas. ",Não se aplica,"Estrutura social e relações sociais; Dinâmica cultural, diversidade e religião; Estado, Democracia e Cidadania; Dimensão econômica da sociedade; Desigualdade e realidade social brasileira. Gênero; Raça; Classe; Sustentabilidade. ","ABRAMOVAY, Ricardo. Muito além da economia verde. São Paulo: Editora Abril, 2012.
ENGELS, F. . A origem da família da propriedade privada e do Estado.. Rio de Janeiro: Global Editora, 1986.
DURKHEIM, Émile. Da divisão do trabalho social. 4. ed. São Paulo: Martins Fontes, 1999.
SANTOS, Gislene Aparecida dos. A invenção do ""ser negro"": um percurso das idéias que naturalizaram a inferioridade dos negros. São Paulo: Educ , 2005.
VEIGA, José Eli da. Desenvolvimento sustentável: o desafio do século XXI. Rio de Janeiro: Garamond, 2005. ","ANTUNES, Ricardo.  Adeus ao trabalho? Ensaios sobre as metamorfoses e a centralidade do mundo do trabalho. São Paulo: Cortez Editora, 5.a ed. 1998.
BOTELHO, Andre; SCHWARCZ, Lilia. Agenda Brasileira: temas de uma sociedade em mudança. Companhia das Letras, 2011.
CUCHE, Denys. A noção de cultura nas ciências sociais. Bauru, Edusc, 2012.
GONZALEZ, Lélia. Por um Feminismo Afro-Latino-Americano: Ensaios, Intervenções e Diálogos . Rio Janeiro: Zahar. 375 pp.
OLIVEIRA, Maria Coleta. Demografia da exclusão social. Campinas: Unicamp, 2001. 296 p. "
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTRUTURA E DINÂMICA SOCIAL,NA2BIQ0602-15SA,BIQ0602-15,"segunda das 21:00 às 23:00, sala A-102-0, semanal , quinta das 19:00 às 21:00, sala A-102-0, quinzenal I",,SA,Noturno,80,,DIEGO ARAUJO AZZI(CEDIDO         ),,,,,Não,Não,BIQ0602-15,Estrutura e Dinâmica Social,3-0-0-4,Não há,"Refletir sobre questões que façam a interação com outros indivíduos ser pautada pela observação crítica de acontecimentos e relações entre grupos sociais; Aprender a buscar dados para o desenvolvimento de pesquisas sobre cidadania, desigualdades sociais e econômicas. ",Não se aplica,"Estrutura social e relações sociais; Dinâmica cultural, diversidade e religião; Estado, Democracia e Cidadania; Dimensão econômica da sociedade; Desigualdade e realidade social brasileira. Gênero; Raça; Classe; Sustentabilidade. ","ABRAMOVAY, Ricardo. Muito além da economia verde. São Paulo: Editora Abril, 2012.
ENGELS, F. . A origem da família da propriedade privada e do Estado.. Rio de Janeiro: Global Editora, 1986.
DURKHEIM, Émile. Da divisão do trabalho social. 4. ed. São Paulo: Martins Fontes, 1999.
SANTOS, Gislene Aparecida dos. A invenção do ""ser negro"": um percurso das idéias que naturalizaram a inferioridade dos negros. São Paulo: Educ , 2005.
VEIGA, José Eli da. Desenvolvimento sustentável: o desafio do século XXI. Rio de Janeiro: Garamond, 2005. ","ANTUNES, Ricardo.  Adeus ao trabalho? Ensaios sobre as metamorfoses e a centralidade do mundo do trabalho. São Paulo: Cortez Editora, 5.a ed. 1998.
BOTELHO, Andre; SCHWARCZ, Lilia. Agenda Brasileira: temas de uma sociedade em mudança. Companhia das Letras, 2011.
CUCHE, Denys. A noção de cultura nas ciências sociais. Bauru, Edusc, 2012.
GONZALEZ, Lélia. Por um Feminismo Afro-Latino-Americano: Ensaios, Intervenções e Diálogos . Rio Janeiro: Zahar. 375 pp.
OLIVEIRA, Maria Coleta. Demografia da exclusão social. Campinas: Unicamp, 2001. 296 p. "
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTUDOS ÉTNICO-RACIAIS,DA1BHQ0002-15SA,BHQ0002-15,"terça das 10:00 às 12:00, sala A-102-0, semanal , quinta das 08:00 às 10:00, sala A-102-0, quinzenal II",,SA,Matutino,80,,YARLENIS ILEINIS MESTRE MALFRAN,,,,,Não,Não,BHQ0002-15,Estudos Étnico-Raciais,3-0-0-4,Não há,"Oferecer aos discentes uma síntese do conhecimento atual sobre os estudos étnico-raciais, visando atender as leis 10.639-03 e 11.645-08, assim como as demais diretrizes posteriores do MEC, que versam sobre a necessidade de cursos específicos que discutam a questão étnico-racial no Brasil. Terão especial destaque a história e cultura afro-brasileira e indígena, a análise e discussão acerca das políticas afirmativas protagonizadas pelo Estado brasileiro, seus resultados, limitações e impactos na população negra brasileira.",Não se aplica,Emergência do paradigma eurocêntrico; o racismo e a formação do mundo atlântico; o escravismo brasileiro; as culturas afro-brasileiras e indígenas; o pós-abolição e o mito da democracia racial no Brasil; os estudos sobre as desigualdades raciais no Brasil; trajetórias do movimento negro; trajetórias do movimento indígena; Pan-Africanismo e relações Brasil-África; a diversidade dos racismos no século XXI.,"CARNEIRO, Sueli. Racismo, sexismo e desigualdade no Brasil. São Paulo: Selo Negro. 2011.
GUIMARÃES, Antônio Guimarães. Classe, raças e democracia. São Paulo: Ed. 34, 2002.
LUCIANO, Gersem S. O índio brasileiro: o que você precisa saber sobre os povos indígenas no Brasil de hoje. Brasília, DF: Ministério da Educação, 2006. (digital).
NASCIMENTO, Abdias. O Genocídio do Negro Brasileiro, Rio de Janeiro, RJ: Perspectiva, 2016.
UNESCO. História Geral da África. Brasília, DF: Unesco/Ministério da Educação, 2010. (digital)","AZEVEDO, Celia. M. Onda negra, medo branco. O negro no imaginário das elites do século XIX. São Paulo: Editora Anablumme, 2004.
FANON, Franz. Peles negras, máscaras brancas. Salvador: Edufba, 2008.
GOMES, Flávio. Mocambos e Quilombos: uma história do campesinato negro no Brasil. São Paulo: Ed. Claro Enigma, 2015
GONZALEZ, Lélia. Primavera para as rosas negras - Lélia Gonzalez em primeira pessoa. São Paulo: União dos Coletivos Pan-africanistas, 2018.
LOPES, Nei. Enciclopédia brasileira da diáspora africana. São Paulo: Selo Negro, 2004 
MOURA, Clovis. Sociologia do negro brasileiro. São Paulo: Ática, 1988.
MUNANGA, Kabengele. Superando o racismo na escola. Brasília, DF: Ministério da Educação, 2001.
NASCIMENTO, Abdias. O Genocídio do Negro Brasileiro, Rio de Janeiro, RJ: Perspectiva, 2016.
PEREIRA, Amauri Mendes. Trajetória e perspectivas do movimento negro brasileiro. São Paulo: Nandyala Africanidades e Educação, 2008.
SANTOS, Gislene A. dos. A invenção do “ser negro”. Um percurso das ideias que naturalizaram a inferioridade dos negros. S. Paulo: Educ/Fapesp; R. Janeiro: Pallas, 2002."
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,ESTUDOS ÉTNICO-RACIAIS,NA1BHQ0002-15SA,BHQ0002-15,"terça das 21:00 às 23:00, sala A-102-0, semanal , quinta das 19:00 às 21:00, sala A-102-0, quinzenal II",,SA,Noturno,80,,YARLENIS ILEINIS MESTRE MALFRAN,,,,,Não,Não,BHQ0002-15,Estudos Étnico-Raciais,3-0-0-4,Não há,"Oferecer aos discentes uma síntese do conhecimento atual sobre os estudos étnico-raciais, visando atender as leis 10.639-03 e 11.645-08, assim como as demais diretrizes posteriores do MEC, que versam sobre a necessidade de cursos específicos que discutam a questão étnico-racial no Brasil. Terão especial destaque a história e cultura afro-brasileira e indígena, a análise e discussão acerca das políticas afirmativas protagonizadas pelo Estado brasileiro, seus resultados, limitações e impactos na população negra brasileira.",Não se aplica,Emergência do paradigma eurocêntrico; o racismo e a formação do mundo atlântico; o escravismo brasileiro; as culturas afro-brasileiras e indígenas; o pós-abolição e o mito da democracia racial no Brasil; os estudos sobre as desigualdades raciais no Brasil; trajetórias do movimento negro; trajetórias do movimento indígena; Pan-Africanismo e relações Brasil-África; a diversidade dos racismos no século XXI.,"CARNEIRO, Sueli. Racismo, sexismo e desigualdade no Brasil. São Paulo: Selo Negro. 2011.
GUIMARÃES, Antônio Guimarães. Classe, raças e democracia. São Paulo: Ed. 34, 2002.
LUCIANO, Gersem S. O índio brasileiro: o que você precisa saber sobre os povos indígenas no Brasil de hoje. Brasília, DF: Ministério da Educação, 2006. (digital).
NASCIMENTO, Abdias. O Genocídio do Negro Brasileiro, Rio de Janeiro, RJ: Perspectiva, 2016.
UNESCO. História Geral da África. Brasília, DF: Unesco/Ministério da Educação, 2010. (digital)","AZEVEDO, Celia. M. Onda negra, medo branco. O negro no imaginário das elites do século XIX. São Paulo: Editora Anablumme, 2004.
FANON, Franz. Peles negras, máscaras brancas. Salvador: Edufba, 2008.
GOMES, Flávio. Mocambos e Quilombos: uma história do campesinato negro no Brasil. São Paulo: Ed. Claro Enigma, 2015
GONZALEZ, Lélia. Primavera para as rosas negras - Lélia Gonzalez em primeira pessoa. São Paulo: União dos Coletivos Pan-africanistas, 2018.
LOPES, Nei. Enciclopédia brasileira da diáspora africana. São Paulo: Selo Negro, 2004 
MOURA, Clovis. Sociologia do negro brasileiro. São Paulo: Ática, 1988.
MUNANGA, Kabengele. Superando o racismo na escola. Brasília, DF: Ministério da Educação, 2001.
NASCIMENTO, Abdias. O Genocídio do Negro Brasileiro, Rio de Janeiro, RJ: Perspectiva, 2016.
PEREIRA, Amauri Mendes. Trajetória e perspectivas do movimento negro brasileiro. São Paulo: Nandyala Africanidades e Educação, 2008.
SANTOS, Gislene A. dos. A invenção do “ser negro”. Um percurso das ideias que naturalizaram a inferioridade dos negros. S. Paulo: Educ/Fapesp; R. Janeiro: Pallas, 2002."
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,METODOLOGIAS DE PESQUISA EM EDUCAÇÃO,DA1LIE0001-19SA,LIE0001-19,"sexta das 08:00 às 10:00, sala A-102-0, semanal ",,SA,Matutino,80,,CAIO DE CASTRO E FREIRE,,,,,Não,Não,LIE0001-19,Metodologias de Pesquisa em Educação,2-0-0-4,Não há,"Esta disciplina tem por objetivo geral propiciar o desenvolvimento de conhecimentos e habilidades relacionados às principais metodologias de pesquisa utilizadas na área educacional. Especificamente, pretende-se que o estudante seja introduzido ao delineamento e elaboração de projetos de pesquisa, articulando perspectivas teóricas que fundamentam as investigações científicas, objetivos, estratégias de coleta de dados e referenciais para análise que resultam na produção de conhecimento no campo da Educação. Espera-se com essa disciplina fomentar a participação dos estudantes em projetos de iniciação científica e sua integração a grupos de pesquisa.",Não se aplica,"A investigação em educação em ciências e educação matemática: principais tendências metodológicas. Fundamentos e características gerais das pesquisas: perspectivas filosóficas e epistemológicas, planejamento, desenvolvimento e ética. Introdução aos métodos qualitativos e quantitativos de coleta e análise de dados.","BOGDAN, R.; BIKLEN, S. Investigação qualitativa em educação: uma introdução à teoria e aos métodos. Porto: Porto, 1994. 
CRESWELL, J.W. Projeto de pesquisa: métodos qualitativo, quantitativo e misto. 3. ed. Porto Alegre: Artmed, 2010. 
MARCONI, M.A.; LAKATOS, E.M. Fundamentos de metodologia científica. São Paulo: Atlas, 2010.","BARBETTA, P. A. Estatística aplicada às Ciências Sociais. 9. ed. Florianópolis: UFSC, 2015. 
BOAVIDA, J.; AMADO, J. Ciências da educação: epistemologia, identidade e perspectivas. Coimbra: Coimbra University Press, 2008. 
FIORENTINI, D. LORENZATO, S. Investigação em educação matemática: percursos teóricos e metodológicos. Coleção Formação de Professores. Campinas: Autores Associados, 2006. 
GRECA, I. M. (Org.) A pesquisa em ensino de ciências no Brasil e suas metodologias. Ijuí: Unijuí, 2006. 
KEEVES, J. Educational research methodology and measurement: an international handbook. Cambridge: Cambridge University Press, 1997."
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,METODOLOGIAS DE PESQUISA EM EDUCAÇÃO,NA1LIE0001-19SA,LIE0001-19,"sexta das 19:00 às 21:00, sala A-102-0, semanal ",,SA,Noturno,80,,MAISA HELENA ALTARUGIO,,,,,Não,Não,LIE0001-19,Metodologias de Pesquisa em Educação,2-0-0-4,Não há,"Esta disciplina tem por objetivo geral propiciar o desenvolvimento de conhecimentos e habilidades relacionados às principais metodologias de pesquisa utilizadas na área educacional. Especificamente, pretende-se que o estudante seja introduzido ao delineamento e elaboração de projetos de pesquisa, articulando perspectivas teóricas que fundamentam as investigações científicas, objetivos, estratégias de coleta de dados e referenciais para análise que resultam na produção de conhecimento no campo da Educação. Espera-se com essa disciplina fomentar a participação dos estudantes em projetos de iniciação científica e sua integração a grupos de pesquisa.",Não se aplica,"A investigação em educação em ciências e educação matemática: principais tendências metodológicas. Fundamentos e características gerais das pesquisas: perspectivas filosóficas e epistemológicas, planejamento, desenvolvimento e ética. Introdução aos métodos qualitativos e quantitativos de coleta e análise de dados.","BOGDAN, R.; BIKLEN, S. Investigação qualitativa em educação: uma introdução à teoria e aos métodos. Porto: Porto, 1994. 
CRESWELL, J.W. Projeto de pesquisa: métodos qualitativo, quantitativo e misto. 3. ed. Porto Alegre: Artmed, 2010. 
MARCONI, M.A.; LAKATOS, E.M. Fundamentos de metodologia científica. São Paulo: Atlas, 2010.","BARBETTA, P. A. Estatística aplicada às Ciências Sociais. 9. ed. Florianópolis: UFSC, 2015. 
BOAVIDA, J.; AMADO, J. Ciências da educação: epistemologia, identidade e perspectivas. Coimbra: Coimbra University Press, 2008. 
FIORENTINI, D. LORENZATO, S. Investigação em educação matemática: percursos teóricos e metodológicos. Coleção Formação de Professores. Campinas: Autores Associados, 2006. 
GRECA, I. M. (Org.) A pesquisa em ensino de ciências no Brasil e suas metodologias. Ijuí: Unijuí, 2006. 
KEEVES, J. Educational research methodology and measurement: an international handbook. Cambridge: Cambridge University Press, 1997."
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,TRANSFORMAÇÕES QUÍMICAS,DC4BCL0307-15SA,BCL0307-15,"quinta das 08:00 às 10:00, sala A-105-0, quinzenal I, sexta das 08:00 às 10:00, sala A-105-0, semanal ","terça das 10:00 às 12:00, sala L602, semanal ",SA,Matutino,30,,MARISELMA FERREIRA,,,HUEDER PAULO MOISES DE OLIVEIRA,,Não,Não,BCL0307-15,Transformações Químicas,3-2-0-6,Estrutura da Matéria,"Reconhecer, interpretar e representar as transformações químicas com base em seus aspectos qualitativos, quantitativos e da relação com o tempo.",Não se aplica,"Definição de transformações químicas e sua relação com os seres vivos (e a diversificação das espécies), com o meio ambiente, com a indústria e com a sociedade. Ligações químicas e interações intermoleculares. Representação e classificação das transformações químicas. Entropia, entalpia, energia livre e espontaneidade das transformações. Balanço de massa e energia em transformações químicas. Cinética química, velocidade de reação, energia de ativação, catalisadores. Equilíbrio químico, equilíbrio ácido-base, soluções tampão, equilíbrios de solubilidade.","ATKINS, P.; JONES, L. Princípios de Química: Questionando a vida e o meio ambiente.  5 ed. Porto Alegre: Bookman, 2011.
BRADY, James E.; RUSSELL, Joel W.; HOLUM, John R. Química: a matéria e suas transformações. 5. ed. Rio de Janeiro, RJ: LTC, 2003. xvi, 406.
KOTZ, J.; TREICHEL, P.; WEAVER, G. Química Geral e Reações Químicas. v. 1 e 2, São Paulo: Cengage Learning, 2010.","BROWN, Lawrence S. et al. Química geral aplicada à engenharia. São Paulo: Cengage Learning, 2010. 653 p.
BROWN, T. I.; LEMAY Jr, H. E.; BURSTEN, B. E.; BURDGE, J. R. Química - a Ciência Central. 9. ed., São Paulo: Pearson, 2005.
MUROV, S.; STEDJEE, B. Experiments and exercises in basic chemistry. 7th ed. New York: John Wiley & Sons Inc., 2008.
MYERS, R. J.; MAHAN, B. M. Química – um Curso Universitário. 4. ed. São Paulo: Edgard Blücher, 1996.
PAWLOWSKY, Alda Maria et al. Experimentos de química geral. 2. ed. Curitiba, PR: Ed. da UFPR, 1996. il. Disponível em: http://biblioteca.ufabc.edu.br/index.php?codigo_sophia=75280. Acesso em: 8 jul. 2025."
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,TRANSFORMAÇÕES QUÍMICAS,DC5BCL0307-15SA,BCL0307-15,"quinta das 08:00 às 10:00, sala A-105-0, quinzenal I, sexta das 08:00 às 10:00, sala A-105-0, semanal ","terça das 10:00 às 12:00, sala L605, semanal ",SA,Matutino,30,,MARISELMA FERREIRA,,,JOAO HENRIQUE GHILARDI LAGO,,Não,Não,BCL0307-15,Transformações Químicas,3-2-0-6,Estrutura da Matéria,"Reconhecer, interpretar e representar as transformações químicas com base em seus aspectos qualitativos, quantitativos e da relação com o tempo.",Não se aplica,"Definição de transformações químicas e sua relação com os seres vivos (e a diversificação das espécies), com o meio ambiente, com a indústria e com a sociedade. Ligações químicas e interações intermoleculares. Representação e classificação das transformações químicas. Entropia, entalpia, energia livre e espontaneidade das transformações. Balanço de massa e energia em transformações químicas. Cinética química, velocidade de reação, energia de ativação, catalisadores. Equilíbrio químico, equilíbrio ácido-base, soluções tampão, equilíbrios de solubilidade.","ATKINS, P.; JONES, L. Princípios de Química: Questionando a vida e o meio ambiente.  5 ed. Porto Alegre: Bookman, 2011.
BRADY, James E.; RUSSELL, Joel W.; HOLUM, John R. Química: a matéria e suas transformações. 5. ed. Rio de Janeiro, RJ: LTC, 2003. xvi, 406.
KOTZ, J.; TREICHEL, P.; WEAVER, G. Química Geral e Reações Químicas. v. 1 e 2, São Paulo: Cengage Learning, 2010.","BROWN, Lawrence S. et al. Química geral aplicada à engenharia. São Paulo: Cengage Learning, 2010. 653 p.
BROWN, T. I.; LEMAY Jr, H. E.; BURSTEN, B. E.; BURDGE, J. R. Química - a Ciência Central. 9. ed., São Paulo: Pearson, 2005.
MUROV, S.; STEDJEE, B. Experiments and exercises in basic chemistry. 7th ed. New York: John Wiley & Sons Inc., 2008.
MYERS, R. J.; MAHAN, B. M. Química – um Curso Universitário. 4. ed. São Paulo: Edgard Blücher, 1996.
PAWLOWSKY, Alda Maria et al. Experimentos de química geral. 2. ed. Curitiba, PR: Ed. da UFPR, 1996. il. Disponível em: http://biblioteca.ufabc.edu.br/index.php?codigo_sophia=75280. Acesso em: 8 jul. 2025."
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS,TRANSFORMAÇÕES QUÍMICAS,DC6BCL0307-15SA,BCL0307-15,"quinta das 08:00 às 10:00, sala A-105-0, quinzenal I, sexta das 08:00 às 10:00, sala A-105-0, semanal ","terça das 10:00 às 12:00, sala L606, semanal ",SA,Matutino,30,,MARISELMA FERREIRA,,,MARISELMA FERREIRA,,Não,Não,BCL0307-15,Transformações Químicas,3-2-0-6,Estrutura da Matéria,"Reconhecer, interpretar e representar as transformações químicas com base em seus aspectos qualitativos, quantitativos e da relação com o tempo.",Não se aplica,"Definição de transformações químicas e sua relação com os seres vivos (e a diversificação das espécies), com o meio ambiente, com a indústria e com a sociedade. Ligações químicas e interações intermoleculares. Representação e classificação das transformações químicas. Entropia, entalpia, energia livre e espontaneidade das transformações. Balanço de massa e energia em transformações químicas. Cinética química, velocidade de reação, energia de ativação, catalisadores. Equilíbrio químico, equilíbrio ácido-base, soluções tampão, equilíbrios de solubilidade.","ATKINS, P.; JONES, L. Princípios de Química: Questionando a vida e o meio ambiente.  5 ed. Porto Alegre: Bookman, 2011.
BRADY, James E.; RUSSELL, Joel W.; HOLUM, John R. Química: a matéria e suas transformações. 5. ed. Rio de Janeiro, RJ: LTC, 2003. xvi, 406.
KOTZ, J.; TREICHEL, P.; WEAVER, G. Química Geral e Reações Químicas. v. 1 e 2, São Paulo: Cengage Learning, 2010.","BROWN, Lawrence S. et al. Química geral aplicada à engenharia. São Paulo: Cengage Learning, 2010. 653 p.
BROWN, T. I.; LEMAY Jr, H. E.; BURSTEN, B. E.; BURDGE, J. R. Química - a Ciência Central. 9. ed., São Paulo: Pearson, 2005.
MUROV, S.; STEDJEE, B. Experiments and exercises in basic chemistry. 7th ed. New York: John Wiley & Sons Inc., 2008.
MYERS, R. J.; MAHAN, B. M. Química – um Curso Universitário. 4. ed. São Paulo: Edgard Blücher, 1996.
PAWLOWSKY, Alda Maria et al. Experimentos de química geral. 2. ed. Curitiba, PR: Ed. da UFPR, 1996. il. Disponível em: http://biblioteca.ufabc.edu.br/index.php?codigo_sophia=75280. Acesso em: 8 jul. 2025."
